Episode,Step,Action,Reward,Mean Reward,State Values,Action Probs
4,8,Skip,2.4067404047309617,2.5630789002006926,"[array([0.65], dtype=float32), array([-0.77027893], dtype=float32), array([0.55358636], dtype=float32), array([1.], dtype=float32), array([0.65], dtype=float32), array([0.75051045], dtype=float32)]","[0.5874806046485901, 0.31016209721565247, 0.10235730558633804]"
4,9,Prioritize,3.1693302841343063,2.6304401650822054,"[array([0.65], dtype=float32), array([1.], dtype=float32), array([0.6307027], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.7992829], dtype=float32)]","[0.016230106353759766, 0.3594556450843811, 0.6243142485618591]"
4,10,Prioritize,3.9732744458892406,2.764723593162909,"[array([0.], dtype=float32), array([0.6493883], dtype=float32), array([0.44841444], dtype=float32), array([1.], dtype=float32), array([0.55], dtype=float32), array([0.42992073], dtype=float32)]","[0.011522013694047928, 0.36713898181915283, 0.6213390231132507]"
5,1,Select,2.9417939171746297,2.9417939171746297,"[array([0.45], dtype=float32), array([-0.33276987], dtype=float32), array([0.9720516], dtype=float32), array([1.], dtype=float32), array([1.], dtype=float32), array([0.41641015], dtype=float32)]","[0.008424868807196617, 0.7832594513893127, 0.2083156704902649]"
5,2,Skip,1.6189647149198199,2.2803793160472248,"[array([0.], dtype=float32), array([0.6709852], dtype=float32), array([0.95721], dtype=float32), array([1.], dtype=float32), array([0.95], dtype=float32), array([0.69243616], dtype=float32)]","[0.5645276308059692, 0.333724707365036, 0.10174766927957535]"
5,3,Select,2.8497664041365436,2.470175012076998,"[array([0.5], dtype=float32), array([0.40352997], dtype=float32), array([0.8693655], dtype=float32), array([0.3], dtype=float32), array([0.9], dtype=float32), array([0.43349108], dtype=float32)]","[0.09050704538822174, 0.8487059473991394, 0.06078696995973587]"
5,4,Skip,1.4164168877871368,2.2067354810045323,"[array([0.], dtype=float32), array([-0.36295062], dtype=float32), array([0.8116154], dtype=float32), array([1.], dtype=float32), array([0.85], dtype=float32), array([0.719866], dtype=float32)]","[0.5046969056129456, 0.450295627117157, 0.04500747472047806]"
5,5,Select,2.0567870834884068,2.1767458015013075,"[array([0.45], dtype=float32), array([0.9289072], dtype=float32), array([0.8596724], dtype=float32), array([0.3], dtype=float32), array([0.8], dtype=float32), array([0.56163144], dtype=float32)]","[0.10597694665193558, 0.8091205358505249, 0.08490252494812012]"
5,6,Select,2.4822417701258668,2.2276617962720673,"[array([0.5], dtype=float32), array([0.73929656], dtype=float32), array([0.73845726], dtype=float32), array([0.3], dtype=float32), array([0.75], dtype=float32), array([0.6897109], dtype=float32)]","[0.13190893828868866, 0.7445506453514099, 0.12354034185409546]"
5,7,Select,2.536064259545323,2.2717192910253896,"[array([0.3], dtype=float32), array([-0.7178102], dtype=float32), array([0.60242957], dtype=float32), array([1.], dtype=float32), array([0.7], dtype=float32), array([0.5084722], dtype=float32)]","[0.14251019060611725, 0.7965532541275024, 0.06093652546405792]"
5,8,Select,1.614125556320314,2.189520074187255,"[array([0.5], dtype=float32), array([-0.6034432], dtype=float32), array([0.4956609], dtype=float32), array([0.3], dtype=float32), array([0.65], dtype=float32), array([0.259272], dtype=float32)]","[0.3398091793060303, 0.5571974515914917, 0.10299334675073624]"
5,9,Skip,2.19753281738204,2.1904103789866753,"[array([0.], dtype=float32), array([0.6936232], dtype=float32), array([0.4457794], dtype=float32), array([1.], dtype=float32), array([0.6], dtype=float32), array([0.5825147], dtype=float32)]","[0.6719868183135986, 0.11131035536527634, 0.21670278906822205]"
5,10,Select,2.8536687317984177,2.2567362142678498,"[array([0.3], dtype=float32), array([-0.60872376], dtype=float32), array([0.49927214], dtype=float32), array([0.3], dtype=float32), array([0.55], dtype=float32), array([0.3655243], dtype=float32)]","[0.0844670906662941, 0.8491830229759216, 0.0663498267531395]"
